Day,Date,Phase(s),Lessons Covered,Est. Study Time (hrs),Resources (links),Daily Task,Assignment,Cumulative Project,Project Application Task,Milestone
143,2026-12-19,P19: Capstone Projects,09 Code Migration Agent (Repo-Level Upgrade) (Part 1/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/09-code-migration-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
144,2026-12-20,P19: Capstone Projects,09 Code Migration Agent (Repo-Level Upgrade) (Part 2/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/09-code-migration-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
145,2026-12-21,P19: Capstone Projects,09 Code Migration Agent (Repo-Level Upgrade) (Part 3/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/09-code-migration-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
146,2026-12-22,P19: Capstone Projects,09 Code Migration Agent (Repo-Level Upgrade) (Part 4/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/09-code-migration-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
147,2026-12-23,P19: Capstone Projects,09 Code Migration Agent (Repo-Level Upgrade) (Part 5/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/09-code-migration-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
148,2026-12-24,P19: Capstone Projects,09 Code Migration Agent (Repo-Level Upgrade) (Part 6/6),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/09-code-migration-agent,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
149,2026-12-26,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 1/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
150,2026-12-27,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 2/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
151,2026-12-28,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 3/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
152,2026-12-29,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 4/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
153,2026-12-30,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 5/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
154,2026-12-31,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 6/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
155,2027-01-02,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 7/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
156,2027-01-03,P19: Capstone Projects,10 Multi-Agent Software Engineering Team (Part 8/8),5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/19-capstone-projects/10-multi-agent-software-team,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Capstone Integration,"Adapt this capstone project's pattern into either CartQ or the Bengali AI agent eval harness, or keep it as a standalone portfolio repo if not directly applicable.",
